CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
266,24340,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,1,G3110,6964733301.000000000000000,2887959319.000000000000000,+43.0375977,-085.7781669
 ,24380,24380,"Grants, NM","Grants, NM Micro Area",M2,2,G3110,11758505167.000000000000000,5554598.000000000000000,+34.9282721,-107.9926805
366,24420,24420,"Grants Pass, OR","Grants Pass, OR Metro Area",M1,1,G3110,4244080762.000000000000000,5631773.000000000000000,+42.3869829,-123.5716197
 ,24460,24460,"Great Bend, KS","Great Bend, KS Micro Area",M2,2,G3110,2318705423.000000000000000,13926862.000000000000000,+38.4812394,-098.7678374
 ,24500,24500,"Great Falls, MT","Great Falls, MT Metro Area",M1,1,G3110,6988324592.000000000000000,34310133.000000000000000,+47.3165751,-111.3502622
216,24540,24540,"Greeley, CO","Greeley, CO Metro Area",M1,1,G3110,10320950482.000000000000000,82372144.000000000000000,+40.5559610,-104.3836660
267,24580,24580,"Green Bay, WI","Green Bay, WI Metro Area",M1,1,G3110,4843347536.000000000000000,2535185676.000000000000000,+44.4740244,-087.9961303
 ,24620,24620,"Greeneville, TN","Greeneville, TN Micro Area",M2,2,G3110,1611409727.000000000000000,5099752.000000000000000,+36.1794867,-082.8475235
268,24660,24660,"Greensboro-High Point, NC","Greensboro-High Point, NC Metro Area",M1,1,G3110,5164178478.000000000000000,68528137.000000000000000,+36.0252039,-079.7926333
294,24700,24700,"Greensburg, IN","Greensburg, IN Micro Area",M2,2,G3110,964946132.000000000000000,1955432.000000000000000,+39.3059799,-085.4998310
 ,24740,24740,"Greenville, MS","Greenville, MS Micro Area",M2,2,G3110,1875077589.000000000000000,94257003.000000000000000,+33.2731740,-090.9444459
272,24780,24780,"Greenville, NC","Greenville, NC Metro Area",M1,1,G3110,1689621009.000000000000000,8246941.000000000000000,+35.5924897,-077.3727387
212,24820,24820,"Greenville, OH","Greenville, OH Micro Area",M2,2,G3110,1549077535.000000000000000,4244898.000000000000000,+40.1314669,-084.6211906
273,24860,24860,"Greenville-Anderson, SC","Greenville-Anderson, SC Metro Area",M1,1,G3110,7017824112.000000000000000,200533363.000000000000000,+34.6837085,-082.4134227
 ,24900,24900,"Greenwood, MS","Greenwood, MS Micro Area",M2,2,G3110,3166162825.000000000000000,47918753.000000000000000,+33.4913047,-090.1136329
273,24940,24940,"Greenwood, SC","Greenwood, SC Micro Area",M2,2,G3110,1180009081.000000000000000,21260069.000000000000000,+34.1557959,-082.1278759
 ,24980,24980,"Grenada, MS","Grenada, MS Micro Area",M2,2,G3110,1093291103.000000000000000,70659566.000000000000000,+33.7700310,-089.8027405
490,25020,25020,"Guayama, PR","Guayama, PR Metro Area",M1,1,G3110,328029519.000000000000000,235725857.000000000000000,+17.9791547,-066.0694732
 ,25060,25060,"Gulfport-Biloxi, MS","Gulfport-Biloxi, MS Metro Area",M1,1,G3110,5739194892.000000000000000,2105708206.000000000000000,+30.4801526,-088.9992972
 ,25100,25100,"Guymon, OK","Guymon, OK Micro Area",M2,2,G3110,5286873570.000000000000000,19218939.000000000000000,+36.7463169,-101.4838549
548,25180,25180,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV Metro Area",M1,1,G3110,2610655713.000000000000000,27283136.000000000000000,+39.5544327,-077.9845935
 ,25200,25200,"Hailey, ID","Hailey, ID Micro Area",M2,2,G3110,9613963534.000000000000000,56204670.000000000000000,+43.4458222,-114.1839007
406,25220,25220,"Hammond, LA","Hammond, LA Metro Area",M1,1,G3110,2049124442.000000000000000,136690438.000000000000000,+30.6213483,-090.4064899
260,25260,25260,"Hanford-Corcoran, CA","Hanford-Corcoran, CA Metro Area",M1,1,G3110,3602601923.000000000000000,3164290.000000000000000,+36.0724780,-119.8155301
448,25300,25300,"Hannibal, MO","Hannibal, MO Micro Area",M2,2,G3110,2348366328.000000000000000,55494823.000000000000000,+39.6641152,-091.5791788
276,25420,25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area",M1,1,G3110,4200440520.000000000000000,109311464.000000000000000,+40.3359150,-077.0504897
 ,25460,25460,"Harrison, AR","Harrison, AR Micro Area",M2,2,G3110,3653941627.000000000000000,37733937.000000000000000,+36.0878092,-093.1620533
277,25500,25500,"Harrisonburg, VA","Harrisonburg, VA Metro Area",M1,1,G3110,2245852970.000000000000000,10777837.000000000000000,+38.5075848,-078.8853213
278,25540,25540,"Hartford-East Hartford-Middletown, CT","Hartford-East Hartford-Middletown, CT Metro Area",M1,1,G3110,3922769168.000000000000000,238848635.000000000000000,+41.7186503,-072.5739191
 ,25580,25580,"Hastings, NE","Hastings, NE Micro Area",M2,2,G3110,1458872837.000000000000000,2477681.000000000000000,+40.5206322,-098.5000441
279,25620,25620,"Hattiesburg, MS","Hattiesburg, MS Metro Area",M1,1,G3110,5241389920.000000000000000,30186739.000000000000000,+31.2737661,-089.3006335
 ,25700,25700,"Hays, KS","Hays, KS Micro Area",M2,2,G3110,2330762295.000000000000000,1197085.000000000000000,+38.9145967,-099.3173133
482,25720,25720,"Heber, UT","Heber, UT Micro Area",M2,2,G3110,7893229094.000000000000000,105745494.000000000000000,+40.6992187,-111.0204245
 ,25740,25740,"Helena, MT","Helena, MT Micro Area",M2,2,G3110,13248767752.000000000000000,107752388.000000000000000,+46.8113536,-112.2840307
 ,25760,25760,"Helena-West Helena, AR","Helena-West Helena, AR Micro Area",M2,2,G3110,1788024160.000000000000000,95966884.000000000000000,+34.4236874,-090.8555931
450,25780,25780,"Henderson, NC","Henderson, NC Micro Area",M2,2,G3110,653701481.000000000000000,42190675.000000000000000,+36.3654806,-078.4054343
 ,25820,25820,"Hereford, TX","Hereford, TX Micro Area",M2,2,G3110,3876750568.000000000000000,3926557.000000000000000,+34.9407663,-102.6075637
 ,25840,25840,"Hermiston-Pendleton, OR","Hermiston-Pendleton, OR Micro Area",M2,2,G3110,13587019042.000000000000000,85995405.000000000000000,+45.5446021,-119.0761905
 ,25860,25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC Metro Area",M1,1,G3110,4246242559.000000000000000,75161380.000000000000000,+35.8142864,-081.4565746
 ,25880,25880,"Hillsdale, MI","Hillsdale, MI Micro Area",M2,2,G3110,1549207166.000000000000000,22939100.000000000000000,+41.9274606,-084.6374794
 ,25900,25900,"Hilo, HI","Hilo, HI Micro Area",M2,2,G3110,10433635373.000000000000000,2739472560.000000000000000,+19.5977643,-155.5024434
 ,25940,25940,"Hilton Head Island-Bluffton, SC","Hilton Head Island-Bluffton, SC Metro Area",M1,1,G3110,3188786450.000000000000000,1020102631.000000000000000,+32.3867916,-080.8308775
496,25980,25980,"Hinesville, GA","Hinesville, GA Metro Area",M1,1,G3110,2374660669.000000000000000,231746810.000000000000000,+31.7787881,-081.5764801
 ,26020,26020,"Hobbs, NM","Hobbs, NM Micro Area",M2,2,G3110,11374066527.000000000000000,8147103.000000000000000,+32.7956865,-103.4132707
266,26090,26090,"Holland, MI","Holland, MI Micro Area",M2,2,G3110,2137395679.000000000000000,2610802947.000000000000000,+42.4212512,-086.2614034
 ,26140,26140,"Homosassa Springs, FL","Homosassa Springs, FL Metro Area",M1,1,G3110,1507161659.000000000000000,981147323.000000000000000,+28.8502922,-082.5955524
 ,26220,26220,"Hood River, OR","Hood River, OR Micro Area",M2,2,G3110,1352200146.000000000000000,29043701.000000000000000,+45.5117753,-121.6559762
 ,26260,26260,"Hope, AR","Hope, AR Micro Area",M2,2,G3110,3483506356.000000000000000,43227398.000000000000000,+33.7008395,-093.4995489
284,26300,26300,"Hot Springs, AR","Hot Springs, AR Metro Area",M1,1,G3110,1755088398.000000000000000,147363106.000000000000000,+34.5788522,-093.1469323
 ,26340,26340,"Houghton, MI","Houghton, MI Micro Area",M2,2,G3110,4012441638.000000000000000,15329028156.000000000000000,+47.3672969,-088.3513318
 ,26380,26380,"Houma-Thibodaux, LA","Houma-Thibodaux, LA Metro Area",M1,1,G3110,5950876620.000000000000000,3245323211.000000000000000,+29.3341299,-090.8436739
288,26420,26420,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,1,G3110,21415829912.000000000000000,3043591049.000000000000000,+29.7495926,-095.3536422
104,26460,26460,"Hudson, NY","Hudson, NY Micro Area",M2,2,G3110,1643770717.000000000000000,35071400.000000000000000,+42.2476964,-073.6267175
107,26500,26500,"Huntingdon, PA","Huntingdon, PA Micro Area",M2,2,G3110,2265337347.000000000000000,37851956.000000000000000,+40.4223108,-077.9685953
258,26540,26540,"Huntington, IN","Huntington, IN Micro Area",M2,2,G3110,991056717.000000000000000,13133683.000000000000000,+40.8263938,-085.4785975
170,26580,26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH Metro Area",M1,1,G3110,6474779352.000000000000000,94403194.000000000000000,+38.4065772,-082.5426456
290,26620,26620,"Huntsville, AL","Huntsville, AL Metro Area",M1,1,G3110,3526433514.000000000000000,151096624.000000000000000,+34.7832617,-086.7348706
288,26660,26660,"Huntsville, TX","Huntsville, TX Micro Area",M2,2,G3110,2031126325.000000000000000,44745757.000000000000000,+30.7431631,-095.5698246
 ,26700,26700,"Huron, SD","Huron, SD Micro Area",M2,2,G3110,4622689252.000000000000000,32562203.000000000000000,+44.3113913,-098.3823862
 ,26740,26740,"Hutchinson, KS","Hutchinson, KS Micro Area",M2,2,G3110,3251231984.000000000000000,43517492.000000000000000,+37.9481849,-098.0783463
378,26780,26780,"Hutchinson, MN","Hutchinson, MN Micro Area",M2,2,G3110,1273004836.000000000000000,36432583.000000000000000,+44.8216571,-094.2723231
292,26820,26820,"Idaho Falls, ID","Idaho Falls, ID Metro Area",M1,1,G3110,13457965477.000000000000000,125282132.000000000000000,+43.6204231,-112.4209193
430,26860,26860,"Indiana, PA","Indiana, PA Micro Area",M2,2,G3110,2142965919.000000000000000,18089072.000000000000000,+40.6514319,-079.0875451
294,26900,26900,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area",M1,1,G3110,11153925918.000000000000000,88449884.000000000000000,+39.7486700,-086.2123823
185,26940,26940,"Indianola, MS","Indianola, MS Micro Area",M2,2,G3110,1807187011.000000000000000,23747316.000000000000000,+33.6055289,-090.5950901
168,26980,26980,"Iowa City, IA","Iowa City, IA Metro Area",M1,1,G3110,3060920551.000000000000000,31403661.000000000000000,+41.5178058,-091.6479303
361,27020,27020,"Iron Mountain, MI-WI","Iron Mountain, MI-WI Micro Area",M2,2,G3110,3235077589.000000000000000,64617589.000000000000000,+45.9477052,-088.0809696
296,27060,27060,"Ithaca, NY","Ithaca, NY Metro Area",M1,1,G3110,1229316849.000000000000000,43785776.000000000000000,+42.4530063,-076.4734835
 ,27100,27100,"Jackson, MI","Jackson, MI Metro Area",M1,1,G3110,1817904856.000000000000000,55933446.000000000000000,+42.2484738,-084.4208679
298,27140,27140,"Jackson, MS","Jackson, MS Metro Area",M1,1,G3110,13999302695.000000000000000,230391984.000000000000000,+32.4282801,-090.2023875
 ,27160,27160,"Jackson, OH","Jackson, OH Micro Area",M2,2,G3110,1088598926.000000000000000,3167846.000000000000000,+39.0134773,-082.6141420
297,27180,27180,"Jackson, TN","Jackson, TN Metro Area",M1,1,G3110,4431944974.000000000000000,7224174.000000000000000,+35.7532151,-088.8826924
 ,27220,27220,"Jackson, WY-ID","Jackson, WY-ID Micro Area",M2,2,G3110,11514930031.000000000000000,573727586.000000000000000,+44.0486620,-110.4260870
300,27260,27260,"Jacksonville, FL","Jacksonville, FL Metro Area",M1,1,G3110,8292656342.000000000000000,1286239238.000000000000000,+30.2365943,-081.7544462
522,27300,27300,"Jacksonville, IL","Jacksonville, IL Micro Area",M2,2,G3110,2123109844.000000000000000,13896095.000000000000000,+39.6939496,-090.2850474
 ,27340,27340,"Jacksonville, NC","Jacksonville, NC Metro Area",M1,1,G3110,1973765096.000000000000000,370675285.000000000000000,+34.7631087,-077.4994691
540,27380,27380,"Jacksonville, TX","Jacksonville, TX Micro Area",M2,2,G3110,2727141726.000000000000000,23873001.000000000000000,+31.8438807,-095.1563425
 ,27420,27420,"Jamestown, ND","Jamestown, ND Micro Area",M2,2,G3110,5754703480.000000000000000,197271625.000000000000000,+46.9722235,-098.9561228
 ,27460,27460,"Jamestown-Dunkirk-Fredonia, NY","Jamestown-Dunkirk-Fredonia, NY Micro Area",M2,2,G3110,2746454150.000000000000000,1139025723.000000000000000,+42.3042159,-079.4075949
357,27500,27500,"Janesville-Beloit, WI","Janesville-Beloit, WI Metro Area",M1,1,G3110,1860044984.000000000000000,20695798.000000000000000,+42.6698802,-089.0752844
142,27530,27530,"Jasper, AL","Jasper, AL Micro Area",M2,2,G3110,2048757700.000000000000000,36683003.000000000000000,+33.7915581,-087.3010936
 ,27540,27540,"Jasper, IN","Jasper, IN Micro Area",M2,2,G3110,1972453482.000000000000000,38486024.000000000000000,+38.3841559,-087.0359535
 ,27580,27580,"Jayuya, PR","Jayuya, PR Micro Area",M2,2,G3110,115340542.000000000000000,3091.000000000000000,+18.2111522,-066.5868700
122,27600,27600,"Jefferson, GA","Jefferson, GA Micro Area",M2,2,G3110,879711015.000000000000000,8858787.000000000000000,+34.1309052,-083.5625568
 ,27620,27620,"Jefferson City, MO","Jefferson City, MO Metro Area",M1,1,G3110,5821580095.000000000000000,79979072.000000000000000,+38.6368854,-092.0888760
324,27660,27660,"Jennings, LA","Jennings, LA Micro Area",M2,2,G3110,1687430131.000000000000000,18666917.000000000000000,+30.2695293,-092.8162205
496,27700,27700,"Jesup, GA","Jesup, GA Micro Area",M2,2,G3110,1662287070.000000000000000,17768149.000000000000000,+31.5478449,-081.9123763
304,27740,27740,"Johnson City, TN","Johnson City, TN Metro Area",M1,1,G3110,2211363913.000000000000000,26131170.000000000000000,+36.2658223,-082.3326926
306,27780,27780,"Johnstown, PA","Johnstown, PA Metro Area",M1,1,G3110,1780643391.000000000000000,13523237.000000000000000,+40.5102268,-078.7104774
308,27860,27860,"Jonesboro, AR","Jonesboro, AR Metro Area",M1,1,G3110,3795506934.000000000000000,28222930.000000000000000,+35.6969781,-090.6501752
309,27900,27900,"Joplin, MO","Joplin, MO Metro Area",M1,1,G3110,3271829831.000000000000000,11878891.000000000000000,+37.0555457,-094.3397364
 ,27940,27940,"Juneau, AK","Juneau, AK Micro Area",M2,2,G3110,7003406836.000000000000000,1426230792.000000000000000,+58.3729099,-134.1784454
 ,27980,27980,"Kahului-Wailuku-Lahaina, HI","Kahului-Wailuku-Lahaina, HI Metro Area",M1,1,G3110,3008348848.000000000000000,3203294214.000000000000000,+20.8559308,-156.6015502
310,28020,28020,"Kalamazoo-Portage, MI","Kalamazoo-Portage, MI Metro Area",M1,1,G3110,1455456980.000000000000000,47508422.000000000000000,+42.2462657,-085.5328544
 ,28060,28060,"Kalispell, MT","Kalispell, MT Micro Area",M2,2,G3110,13175844498.000000000000000,437162491.000000000000000,+48.2954221,-114.0520587
176,28100,28100,"Kankakee, IL","Kankakee, IL Metro Area",M1,1,G3110,1752101352.000000000000000,12458978.000000000000000,+41.1395105,-087.8611165
312,28140,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,1,G3110,18794271948.000000000000000,301298250.000000000000000,+38.9318567,-094.4438406
 ,28180,28180,"Kapaa, HI","Kapaa, HI Micro Area",M2,2,G3110,1605492716.000000000000000,1674243852.000000000000000,+22.0120383,-159.7059653
 ,28260,28260,"Kearney, NE","Kearney, NE Micro Area",M2,2,G3110,3844742658.000000000000000,18867970.000000000000000,+40.7385945,-099.0317884
 ,28300,28300,"Keene, NH","Keene, NH Micro Area",M2,2,G3110,1830367250.000000000000000,57589051.000000000000000,+42.9254596,-072.2481828
258,28340,28340,"Kendallville, IN","Kendallville, IN Micro Area",M2,2,G3110,1064083614.000000000000000,17062367.000000000000000,+41.4046794,-085.4172708
 ,28380,28380,"Kennett, MO","Kennett, MO Micro Area",M2,2,G3110,1403538813.000000000000000,13708531.000000000000000,+36.1530246,-090.0622538
313,28420,28420,"Kennewick-Richland, WA","Kennewick-Richland, WA Metro Area",M1,1,G3110,7619028337.000000000000000,214802393.000000000000000,+46.3641545,-119.2549271
314,28500,28500,"Kerrville, TX","Kerrville, TX Micro Area",M2,2,G3110,2857617603.000000000000000,10231764.000000000000000,+30.0599530,-099.3533388
 ,28540,28540,"Ketchikan, AK","Ketchikan, AK Micro Area",M2,2,G3110,12579382524.000000000000000,4651611659.000000000000000,+55.4499378,-131.1066847
370,28580,28580,"Key West, FL","Key West, FL Micro Area",M2,2,G3110,2546067521.000000000000000,11153842007.000000000000000,+25.5861198,-081.0226025
545,28620,28620,"Kill Devil Hills, NC","Kill Devil Hills, NC Micro Area",M2,2,G3110,992558307.000000000000000,3000513520.000000000000000,+35.6062688,-075.7675364
 ,28660,28660,"Killeen-Temple, TX","Killeen-Temple, TX Metro Area",M1,1,G3110,7300158344.000000000000000,108967603.000000000000000,+31.2027301,-097.7896384
304,28700,28700,"Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA Metro Area",M1,1,G3110,5206884289.000000000000000,96077997.000000000000000,+36.6041611,-082.4401446
408,28740,28740,"Kingston, NY","Kingston, NY Metro Area",M1,1,G3110,2911757764.000000000000000,94596811.000000000000000,+41.9472124,-074.2654582
204,28780,28780,"Kingsville, TX","Kingsville, TX Micro Area",M2,2,G3110,6060230287.000000000000000,1802968969.000000000000000,+27.1139432,-097.5685077
272,28820,28820,"Kinston, NC","Kinston, NC Micro Area",M2,2,G3110,1033630013.000000000000000,5900299.000000000000000,+35.2400662,-077.6355141
 ,28860,28860,"Kirksville, MO","Kirksville, MO Micro Area",M2,2,G3110,2265278463.000000000000000,7684518.000000000000000,+40.2844889,-092.5651239
 ,28900,28900,"Klamath Falls, OR","Klamath Falls, OR Micro Area",M2,2,G3110,15410368803.000000000000000,484957652.000000000000000,+42.6837613,-121.6461682
315,28940,28940,"Knoxville, TN","Knoxville, TN Metro Area",M1,1,G3110,8340648584.000000000000000,329118277.000000000000000,+36.0147907,-084.2067014
316,29020,29020,"Kokomo, IN","Kokomo, IN Metro Area",M1,1,G3110,759058590.000000000000000,2194576.000000000000000,+40.4835368,-086.1141178
148,29060,29060,"Laconia, NH","Laconia, NH Micro Area",M2,2,G3110,1040779615.000000000000000,176541257.000000000000000,+43.5191091,-071.4253661
 ,29100,29100,"La Crosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN Metro Area",M1,1,G3110,2599952402.000000000000000,116653787.000000000000000,+43.7832461,-091.3187430
318,29180,29180,"Lafayette, LA","Lafayette, LA Metro Area",M1,1,G3110,8828918603.000000000000000,2349139879.000000000000000,+29.9577733,-092.0493498
320,29200,29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area",M1,1,G3110,4253381260.000000000000000,23145985.000000000000000,+40.4821533,-087.0171117
 ,29260,29260,"La Grande, OR","La Grande, OR Micro Area",M2,2,G3110,5275651490.000000000000000,4936782.000000000000000,+45.3040809,-117.9991488
122,29300,29300,"LaGrange, GA-AL","LaGrange, GA-AL Micro Area",M2,2,G3110,2617363818.000000000000000,99729451.000000000000000,+32.9702981,-085.2441605
324,29340,29340,"Lake Charles, LA","Lake Charles, LA Metro Area",M1,1,G3110,6083163521.000000000000000,1766798991.000000000000000,+29.9787547,-093.2532434
264,29380,29380,"Lake City, FL","Lake City, FL Micro Area",M2,2,G3110,2065648312.000000000000000,9755972.000000000000000,+30.2216509,-082.6233712
 ,29420,29420,"Lake Havasu City-Kingman, AZ","Lake Havasu City-Kingman, AZ Metro Area",M1,1,G3110,34530024782.000000000000000,333401646.000000000000000,+35.7177050,-113.7496891
422,29460,29460,"Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL Metro Area",M1,1,G3110,4656186394.000000000000000,550757251.000000000000000,+27.9536488,-081.6935336
 ,29500,29500,"Lamesa, TX","Lamesa, TX Micro Area",M2,2,G3110,2331781561.000000000000000,4720730.000000000000000,+32.7425280,-101.9487714
 ,29540,29540,"Lancaster, PA","Lancaster, PA Metro Area",M1,1,G3110,2444751632.000000000000000,103368819.000000000000000,+40.0419921,-076.2501980
 ,29620,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,1,G3110,5772054350.000000000000000,70060577.000000000000000,+42.7712334,-084.4960294
 ,29660,29660,"Laramie, WY","Laramie, WY Micro Area",M2,2,G3110,11070455491.000000000000000,89161376.000000000000000,+41.6655141,-105.7218826
 ,29700,29700,"Laredo, TX","Laredo, TX Metro Area",M1,1,G3110,8706187279.000000000000000,36554555.000000000000000,+27.7607987,-099.3407518
238,29740,29740,"Las Cruces, NM","Las Cruces, NM Metro Area",M1,1,G3110,9863163868.000000000000000,17594250.000000000000000,+32.3499190,-106.8349684
106,29780,29780,"Las Vegas, NM","Las Vegas, NM Micro Area",M2,2,G3110,17217628895.000000000000000,57473567.000000000000000,+35.6440668,-104.8630266
332,29820,29820,"Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area",M1,1,G3110,20439281712.000000000000000,438410943.000000000000000,+36.2141295,-115.0143977
279,29860,29860,"Laurel, MS","Laurel, MS Micro Area",M2,2,G3110,3551275209.000000000000000,15812537.000000000000000,+31.8254653,-089.1480537
246,29900,29900,"Laurinburg, NC","Laurinburg, NC Micro Area",M2,2,G3110,826569986.000000000000000,3842049.000000000000000,+34.8400226,-079.4773366
312,29940,29940,"Lawrence, KS","Lawrence, KS Metro Area",M1,1,G3110,1180428103.000000000000000,48875040.000000000000000,+38.8964168,-095.2909475
400,29980,29980,"Lawrenceburg, TN","Lawrenceburg, TN Micro Area",M2,2,G3110,1598359119.000000000000000,2218403.000000000000000,+35.2204764,-087.3965460
 ,30020,30020,"Lawton, OK","Lawton, OK Metro Area",M1,1,G3110,4408058170.000000000000000,61644143.000000000000000,+34.5291130,-098.4309024
 ,30060,30060,"Lebanon, MO","Lebanon, MO Micro Area",M2,2,G3110,1980383070.000000000000000,8711544.000000000000000,+37.6596977,-092.5948430
 ,30100,30100,"Lebanon, NH-VT","Lebanon, NH-VT Micro Area",M2,2,G3110,10109885858.000000000000000,174777386.000000000000000,+43.7857256,-072.1591415
276,30140,30140,"Lebanon, PA","Lebanon, PA Metro Area",M1,1,G3110,937148912.000000000000000,1722125.000000000000000,+40.3714482,-076.4648185
352,30220,30220,"Levelland, TX","Levelland, TX Micro Area",M2,2,G3110,2352723961.000000000000000,446119.000000000000000,+33.6059320,-102.3433978
146,30260,30260,"Lewisburg, PA","Lewisburg, PA Micro Area",M2,2,G3110,818313044.000000000000000,4622034.000000000000000,+40.9621790,-077.0554751
400,30280,30280,"Lewisburg, TN","Lewisburg, TN Micro Area",M2,2,G3110,972442319.000000000000000,1801922.000000000000000,+35.4683433,-086.7658650
 ,30300,30300,"Lewiston, ID-WA","Lewiston, ID-WA Metro Area",M1,1,G3110,3844567737.000000000000000,32544613.000000000000000,+46.2516957,-116.9250166
438,30340,30340,"Lewiston-Auburn, ME","Lewiston-Auburn, ME Metro Area",M1,1,G3110,1211990523.000000000000000,75546580.000000000000000,+44.1676811,-070.2074347
 ,30380,30380,"Lewistown, PA","Lewistown, PA Micro Area",M2,2,G3110,1064602254.000000000000000,9507394.000000000000000,+40.6016153,-077.6518322
 ,30420,30420,"Lexington, NE","Lexington, NE Micro Area",M2,2,G3110,3810426010.000000000000000,28341025.000000000000000,+40.7568158,-099.8219783
336,30460,30460,"Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area",M1,1,G3110,3807068613.000000000000000,37162533.000000000000000,+38.1028763,-084.4385451
 ,30580,30580,"Liberal, KS","Liberal, KS Micro Area",M2,2,G3110,1656693305.000000000000000,1961444.000000000000000,+37.1809599,-100.8552566
338,30620,30620,"Lima, OH","Lima, OH Metro Area",M1,1,G3110,1042587389.000000000000000,11152061.000000000000000,+40.7716274,-084.1061032
522,30660,30660,"Lincoln, IL","Lincoln, IL Micro Area",M2,2,G3110,1600748259.000000000000000,2262329.000000000000000,+40.1292768,-089.3653086
339,30700,30700,"Lincoln, NE","Lincoln, NE Metro Area",M1,1,G3110,3649268662.000000000000000,34389571.000000000000000,+40.8174287,-096.8688013
340,30780,30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,1,G3110,10576986111.000000000000000,298606991.000000000000000,+34.7557726,-092.4005889
558,30820,30820,"Lock Haven, PA","Lock Haven, PA Micro Area",M2,2,G3110,2299868386.000000000000000,23178644.000000000000000,+41.2395075,-077.6290090
 ,30860,30860,"Logan, UT-ID","Logan, UT-ID Metro Area",M1,1,G3110,4733838662.000000000000000,33251169.000000000000000,+41.8890205,-111.7874375
 ,30900,30900,"Logansport, IN","Logansport, IN Micro Area",M2,2,G3110,1067448391.000000000000000,7002041.000000000000000,+40.7537986,-086.3551685
 ,30940,30940,"London, KY","London, KY Micro Area",M2,2,G3110,4474000141.000000000000000,52503895.000000000000000,+36.9859162,-083.9660657
 ,30980,30980,"Longview, TX","Longview, TX Metro Area",M1,1,G3110,6942767225.000000000000000,108951107.000000000000000,+32.4316457,-094.6848326
440,31020,31020,"Longview, WA","Longview, WA Metro Area",M1,1,G3110,2955587569.000000000000000,65453464.000000000000000,+46.1967854,-122.6784596
106,31060,31060,"Los Alamos, NM","Los Alamos, NM Micro Area",M2,2,G3110,282626748.000000000000000,208105.000000000000000,+35.8700469,-106.3079679
348,31080,31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,1,G3110,12566940582.000000000000000,2193795620.000000000000000,+34.1087033,-118.1827533
350,31140,31140,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",M1,1,G3110,8383769753.000000000000000,141193443.000000000000000,+38.3058381,-085.6816455
352,31180,31180,"Lubbock, TX","Lubbock, TX Metro Area",M1,1,G3110,6961026025.000000000000000,21254072.000000000000000,+33.4703271,-101.6488249
 ,31220,31220,"Ludington, MI","Ludington, MI Micro Area",M2,2,G3110,1281963206.000000000000000,1935616622.000000000000000,+43.9571957,-086.4429369
 ,31260,31260,"Lufkin, TX","Lufkin, TX Micro Area",M2,2,G3110,2066460812.000000000000000,173300091.000000000000000,+31.2518963,-094.6111337
246,31300,31300,"Lumberton, NC","Lumberton, NC Micro Area",M2,2,G3110,2453481924.000000000000000,5076395.000000000000000,+34.6392096,-079.1008811
 ,31340,31340,"Lynchburg, VA","Lynchburg, VA Metro Area",M1,1,G3110,5491999818.000000000000000,68485365.000000000000000,+37.3649258,-079.2166894
 ,31380,31380,"Macomb, IL","Macomb, IL Micro Area",M2,2,G3110,1526339603.000000000000000,2012552.000000000000000,+40.4558082,-090.6789543
356,31420,31420,"Macon-Bibb County, GA","Macon-Bibb County, GA Metro Area",M1,1,G3110,4464076850.000000000000000,36496465.000000000000000,+32.8562163,-083.7143050
260,31460,31460,"Madera, CA","Madera, CA Metro Area",M1,1,G3110,5534591552.000000000000000,42271836.000000000000000,+37.2098213,-119.7498023
 ,31500,31500,"Madison, IN","Madison, IN Micro Area",M2,2,G3110,934053824.000000000000000,6143080.000000000000000,+38.7836039,-085.4400900
357,31540,31540,"Madison, WI","Madison, WI Metro Area",M1,1,G3110,8569702440.000000000000000,200235647.000000000000000,+43.0838459,-089.5977453
 ,31580,31580,"Madisonville, KY","Madisonville, KY Micro Area",M2,2,G3110,1403991388.000000000000000,31937449.000000000000000,+37.3110702,-087.5421956
